ID,POS,Name,Age,Prone,INT,WE,B,T,POT,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KNP,PIT,VELO,HLD,STM,KCP,Slot,PT,G/F,CON P,GAP P,POW P,EYE P,K P,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
32044,C,Danny Sanders,17,Durable,Normal,Normal,R,R,20,50,35,55,70,65,-,-,-,-,-,-,-,-,-,2,93-95 Mph,55,30,-,Sidearm,Normal,NEU,30,35,35,45,50,50,50,35,45,45,25,35,20,45,30,30,20,Slot,Extremely Hard,High
33017,SP,Mario Serrano,18,Normal,Normal,Normal,R,R,20,50,45,40,70,30,70,-,-,-,-,-,-,-,-,3,93-95 Mph,55,55,-,Normal (3/4),Normal,NEU,30,30,20,25,35,20,20,35,35,45,25,25,25,35,25,20,20,Impossible,Impossible,Very High
33320,SP,Pat Hopewell,18,Normal,Low,Normal,L,L,20,40,35,40,55,45,-,-,-,-,55,40,-,-,-,4,90-92 Mph,60,55,-,Normal (3/4),Normal,NEU,25,25,25,25,30,20,20,25,30,45,20,25,45,30,20,25,20,Slot,Easy,Very High
33546,CF,Ian O'Connor,21,Normal,Normal,Normal,R,R,30,40,30,45,45,50,50,-,-,45,-,35,-,-,-,5,88-90 Mph,65,50,-,Normal (3/4),Normal,NEU,35,35,40,45,55,20,20,40,30,50,30,65,45,55,70,60,50,Slot,Easy,Very High
34632,CF,Ed Urban,21,Durable,Normal,Normal,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,50,45,35,30,65,20,20,50,40,30,45,60,50,45,60,70,65,Slot,Easy,Very High
34792,C,Jeremy Stone,22,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,40,45,45,30,55,55,30,45,35,25,30,25,30,25,25,30,20,Slot,Hard,Very High
36362,SP,ERIC INOA,21,Durable,Low,Normal,R,R,40,50,50,40,70,50,55,-,-,-,-,-,-,-,-,3,96-98 Mph,30,60,-,Normal (3/4),Power,NEU,25,30,30,25,35,20,20,35,35,50,30,50,40,35,25,20,20,$850k,Easy,Very High
36462,SP,Jeremy Davis,21,Normal,Normal,Normal,L,R,30,40,35,50,55,45,45,50,-,-,-,-,-,-,-,4,91-93 Mph,45,55,-,Normal (3/4),Normal,NEU,30,30,20,25,35,20,20,35,35,60,45,20,20,40,30,20,25,Slot,Hard,High
36573,SP,Doug Myers,21,Normal,Normal,High,L,L,20,45,30,45,60,25,-,65,-,-,-,-,-,-,-,3,93-95 Mph,55,55,-,Sidearm,Normal,NEU,35,30,25,25,45,20,20,35,35,55,20,35,25,35,30,20,25,Slot,Very Easy,Very High
37295,C,Danny Minton,18,Durable,Normal,Normal,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,25,30,25,45,35,55,40,35,30,35,30,40,30,40,30,25,20,Slot,Normal,High
37434,SP,Joe Moore,21,Normal,Normal,Normal,L,L,20,30,25,25,40,-,45,35,-,-,-,-,-,-,-,3,86-88 Mph,70,60,-,Normal (3/4),Normal,FB,25,25,20,25,25,20,20,25,50,45,20,30,30,25,30,25,30,Slot,Easy,Very High
37453,C,ERIC EADES,21,Normal,Normal,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,45,35,45,55,55,50,30,30,45,25,45,25,45,25,25,20,Slot,Easy,Very High
37469,SP,Sam Devine,18,Normal,Normal,High,R,R,20,40,25,30,45,55,50,45,-,-,-,-,-,-,-,4,85-87 Mph,60,50,-,Normal (3/4),Normal,FB,20,30,20,25,25,20,20,25,30,50,25,30,20,35,25,25,30,Slot,Extremely Hard,Very High
37490,SP,Chris Van Vliet,17,Normal,Normal,High,L,L,20,30,25,40,40,25,-,-,-,-,-,-,-,-,-,3,83-85 Mph,55,60,60,Over the Top,Normal,FB,30,25,25,25,40,25,20,35,25,45,20,35,30,40,25,20,25,Slot,Extremely Hard,Very High
37622,RF,Mike Harris,17,Normal,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,45,45,40,20,20,30,25,40,25,45,35,50,30,30,20,Slot,Extremely Hard,Very High
37625,SP,Randy Light,18,Durable,Normal,Normal,S,R,20,30,30,35,45,25,-,-,45,-,-,-,-,-,-,3,84-86 Mph,35,70,-,Sidearm,Normal,NEU,35,30,25,25,50,20,20,35,20,50,30,35,25,35,25,20,25,Slot,Extremely Hard,High
37668,LF,Eric Athearn,18,Normal,Normal,Normal,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,35,20,40,60,20,20,35,30,50,30,60,60,55,45,25,25,Slot,Extremely Hard,Very High
37813,LF,Sam Eichelberger,18,Normal,Normal,Normal,R,L,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,40,45,45,55,20,20,30,25,35,20,40,45,50,30,20,20,Slot,Normal,High
37819,RP,Phil Skees,21,Durable,Normal,Low,R,R,20,50,25,40,65,20,-,60,-,-,-,-,-,-,-,3,94-96 Mph,40,40,-,Normal (3/4),Normal,FB,20,30,25,25,25,20,20,35,35,50,40,35,25,55,30,20,20,Slot,Easy,High
37846,SP,Veríssimo Galeo,20,Normal,Normal,High,R,R,20,35,30,45,45,55,50,-,-,-,-,-,-,-,-,3,88-90 Mph,30,45,-,Normal (3/4),Normal,NEU,35,30,25,25,55,20,20,30,40,50,30,35,35,40,20,20,20,Slot,Easy,High
37874,1B,Tommy Garman,17,Durable,Normal,High,L,L,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,NEU,30,40,45,50,40,20,20,25,30,30,20,35,30,30,35,20,20,Slot,Extremely Hard,Very High
37909,RP,Josh Ware,21,Normal,Normal,Normal,R,R,20,30,30,30,40,35,40,35,-,-,-,-,-,-,-,4,89-91 Mph,30,30,-,Normal (3/4),Normal,NEU,25,30,20,25,30,20,20,40,25,45,20,35,35,40,20,20,20,Slot,Normal,High
37947,SP,ERIC DURKEE,21,Normal,Normal,High,R,R,20,55,30,40,-,-,65,-,-,-,70,-,-,-,-,2,95-97 Mph,55,50,-,Normal (3/4),Normal,NEU,25,30,20,25,25,25,20,30,30,50,35,25,20,35,25,20,20,Slot,Normal,Very High
37971,SP,Jeremy Gasaway,21,Normal,Normal,Normal,R,R,20,45,35,40,65,25,-,70,-,-,-,-,-,-,-,3,93-95 Mph,30,70,-,Over the Top,Normal,NEU,25,25,25,25,30,20,25,25,35,50,20,30,25,35,25,20,20,Slot,Normal,Very High
38043,3B,Ron Morgan,21,Durable,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,40,45,35,20,20,60,60,65,45,45,55,60,45,35,30,Slot,Extremely Hard,Very High
38188,SP,Jeremy Naglich,22,Normal,Normal,Normal,R,R,20,25,25,25,45,-,30,35,-,-,-,-,-,-,-,3,87-89 Mph,25,80,-,Over the Top,Normal,FB,30,30,20,25,35,20,25,30,25,60,25,35,25,40,25,20,20,Slot,Very Easy,Very High
38648,CF,Jose Espada,22,Durable,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,40,45,45,20,20,65,50,45,55,65,60,55,60,55,55,Slot,Hard,Very High
38652,SP,Daniel Segura,19,Normal,Low,Normal,R,R,20,25,25,35,35,40,30,-,-,30,-,30,-,-,-,5,84-86 Mph,65,55,-,Over the Top,Normal,FB,35,30,20,25,45,20,20,25,35,70,30,35,35,30,25,20,30,Slot,Very Easy,Very High
38676,SP,CHRIS SHAIN,21,Durable,Normal,Normal,L,L,40,60,55,50,80,-,-,-,-,65,-,-,-,-,-,2,95-97 Mph,55,70,-,Normal (3/4),Power,GB,30,30,20,25,40,20,20,25,30,40,20,30,35,40,30,25,20,$950k,Extremely Hard,Very High
40457,SP,Luis Mario Lovvorn,20,Durable,Normal,Low,R,R,20,30,30,25,45,25,-,40,-,-,-,-,-,-,-,3,86-88 Mph,55,75,-,Normal (3/4),Normal,NEU,25,30,20,25,35,20,20,30,25,40,25,25,25,40,20,20,20,Slot,Normal,High
40469,SP,Tony Garibay,20,Normal,High,Low,R,R,20,30,25,40,40,35,-,-,-,-,40,45,-,-,-,4,84-86 Mph,55,60,-,Normal (3/4),Normal,FB,25,25,20,25,30,20,20,20,40,65,40,35,30,30,20,20,20,Slot,Hard,High
40978,SP,Ronnie Griffith,21,Fragile,Normal,Low,L,L,20,30,25,25,45,35,40,-,-,-,-,30,-,-,-,4,85-87 Mph,75,65,-,Over the Top,Normal,NEU,30,40,20,20,50,20,20,20,35,60,20,25,25,30,20,20,20,Slot,Normal,Very High
41081,SP,Zach Kahn,20,Normal,Normal,Normal,L,L,20,25,25,30,30,-,35,35,-,-,-,-,-,-,-,3,84-86 Mph,75,65,-,Over the Top,Normal,FB,30,30,20,30,40,20,20,30,30,50,20,30,30,45,20,20,20,Slot,Normal,High
41108,SP,Devon Hammond,21,Normal,Normal,Low,R,R,35,45,45,45,55,-,25,60,-,55,-,-,-,-,-,4,90-92 Mph,55,65,-,Over the Top,Normal,NEU,20,25,20,25,25,20,20,25,25,75,40,30,30,30,25,20,20,$1.2m,Hard,Very High
41237,SP,Eric Tobias,21,Durable,Normal,Low,R,R,20,25,25,35,40,30,40,-,-,-,-,30,-,-,-,4,85-87 Mph,25,55,-,Normal (3/4),Normal,FB,25,30,20,25,35,20,20,30,30,55,30,20,25,25,25,20,20,Slot,Normal,Very High
41250,RP,Sean Costa,21,Normal,Normal,Normal,R,R,20,40,25,30,50,30,-,-,-,50,-,-,-,-,-,3,87-89 Mph,65,50,-,Over the Top,Normal,NEU,25,30,20,25,30,20,20,30,35,35,30,30,25,25,20,20,30,Slot,Easy,High
41278,SP,Tony Robertson,20,Durable,Normal,Low,R,R,20,30,25,25,40,45,40,-,-,-,-,-,-,-,-,3,87-89 Mph,30,55,-,Normal (3/4),Normal,FB,25,25,20,25,35,20,20,30,25,55,20,35,30,30,20,20,20,Slot,Normal,High
41326,SP,Eddie Siebert,21,Normal,Low,Low,L,R,20,25,25,30,35,35,35,35,-,-,-,35,25,-,-,6,84-86 Mph,65,55,-,Normal (3/4),Normal,FB,20,35,20,25,25,20,20,30,25,45,35,30,40,40,20,20,20,Slot,Hard,Very High
41378,SP,Chad Hansard,21,Normal,Normal,Normal,L,R,35,40,45,40,60,55,55,-,-,-,-,-,-,-,-,3,92-94 Mph,25,50,-,Over the Top,Normal,NEU,30,30,20,20,35,20,20,20,35,55,30,35,25,55,20,20,20,$180k,Easy,High
42608,2B,Josiah Samuels,21,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,45,50,35,25,65,20,25,50,50,40,45,35,50,35,60,60,65,Slot,Normal,High
42954,SP,PAT DUFORD,21,Normal,Normal,Normal,R,R,20,40,40,50,60,25,-,60,-,-,-,-,-,-,-,3,93-95 Mph,30,80,-,Normal (3/4),Normal,NEU,50,70,40,45,65,20,25,35,50,55,55,30,30,50,55,55,65,Slot,Extremely Hard,High
43576,SP,JON SMITH,22,Normal,Normal,Normal,L,L,55,50,55,45,60,65,-,60,-,-,-,-,-,-,-,4,94-96 Mph,55,65,65,Normal (3/4),Normal,NEU,25,30,20,25,25,20,25,35,25,40,20,30,35,55,30,25,35,$4.4m,Normal,Very High
43607,SP,JOSH STUMP,21,Normal,Normal,Normal,R,L,45,55,50,40,70,55,50,35,-,55,-,-,-,-,-,5,95-97 Mph,75,70,-,Normal (3/4),Power,NEU,25,30,20,25,25,20,20,35,35,65,20,45,25,35,35,20,20,$1.2m,Normal,Very High
43683,3B,R.J. Walls,21,Durable,Normal,Low,R,R,25,45,30,40,55,60,-,60,-,-,-,-,-,-,-,3,91-93 Mph,40,55,-,Normal (3/4),Normal,NEU,30,45,40,45,40,20,25,60,55,70,40,45,50,65,35,40,30,Slot,Easy,High
43790,CF,Pat Bangert,22,Durable,Normal,Normal,S,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,35,25,45,55,20,20,65,50,40,55,60,60,55,65,40,40,Slot,Normal,High
43800,SP,Greg Rosner,22,Normal,Normal,High,L,R,20,40,30,40,60,50,35,-,-,50,-,-,-,-,-,4,93-95 Mph,40,65,-,Over the Top,Normal,FB,30,30,35,25,40,20,20,35,25,50,30,30,50,35,25,20,20,Slot,Very Easy,High
43801,CF,Cody Satterwhite Jr.,21,Normal,Normal,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,40,50,40,45,50,20,20,50,35,50,40,60,55,60,70,55,60,Slot,Very Easy,High
43805,LF,Jon Gonzalez,21,Durable,Normal,Low,L,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,30,30,45,50,20,20,35,30,50,30,45,50,55,40,20,20,Slot,Normal,High
43811,2B,Danny Hancock,21,Normal,Low,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,35,30,45,40,20,20,50,65,50,80,50,50,45,55,35,30,Slot,Normal,Very High
43813,SP,Mark Watt,18,Durable,Normal,Normal,R,R,25,50,30,40,-,60,-,60,-,-,60,-,-,-,-,3,92-94 Mph,55,65,-,Sidearm,Normal,NEU,20,30,25,25,20,20,20,30,25,40,20,30,30,30,25,20,20,$500k,Extremely Hard,High
43828,SP,Jordan Bowen,21,Normal,Normal,Normal,L,L,20,40,30,40,60,30,-,-,-,-,-,-,-,-,-,3,92-94 Mph,55,70,65,Normal (3/4),Normal,FB,30,30,25,20,35,20,20,35,25,45,20,35,30,35,20,20,20,Slot,Easy,Very High
44045,SP,Chris Michie,21,Normal,Normal,High,R,R,20,30,25,30,35,25,-,-,-,-,45,40,-,-,-,4,87-89 Mph,55,80,-,Normal (3/4),Normal,NEU,35,25,25,20,50,20,20,35,30,45,20,20,35,40,20,25,30,Slot,Hard,High
44054,C,Mike Vollmer,23,Durable,Normal,Normal,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,25,35,25,45,30,60,35,20,45,35,20,25,40,30,25,20,20,Slot,Very Easy,High
44089,3B,KAREEM WILLIAMS,21,Normal,Low,Low,R,R,45,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,55,50,55,40,70,20,20,45,40,65,35,45,40,60,35,45,50,$950k,Normal,Very High
44093,CF,Pat Pratt,21,Normal,Low,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,40,30,50,50,25,20,40,30,70,35,65,50,75,60,50,50,Slot,Normal,Very High
44170,SP,Kevin McIntire,21,Normal,Normal,High,R,R,20,45,50,40,65,30,70,-,-,-,-,-,-,-,-,3,92-94 Mph,35,65,-,Normal (3/4),GB'er,GB,25,25,20,25,30,20,20,20,35,50,20,25,35,25,30,20,20,Slot,Normal,Very High
44180,SP,Robby Cordova,21,Normal,High,Normal,R,R,20,35,30,40,-,-,60,-,-,-,50,-,-,-,-,2,91-93 Mph,30,75,-,Over the Top,Normal,NEU,30,30,20,25,40,20,20,40,30,50,25,35,60,55,25,20,35,Slot,Very Easy,High
44258,CF,Mike Spaulding,21,Normal,High,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,50,40,40,45,20,20,65,65,40,70,60,60,50,60,55,60,Slot,Hard,Very High
44501,RP,Jimmy Doyle,23,Normal,Normal,Normal,L,L,20,50,30,40,-,30,60,-,-,-,60,-,-,-,-,3,91-93 Mph,60,40,-,Normal (3/4),Normal,NEU,25,30,20,30,35,20,20,35,40,45,20,25,30,40,30,20,20,Slot,Easy,High
44744,CF,CHRIS ADOLPHSON,21,Normal,Normal,High,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,35,40,35,45,45,20,20,70,60,35,60,75,60,50,75,75,80,$190k,Normal,Very High
45016,SP,Greg Hanson,22,Normal,Normal,Normal,R,R,20,35,35,35,50,55,-,35,-,-,-,-,-,-,-,3,91-93 Mph,25,65,-,Normal (3/4),Normal,NEU,30,30,20,25,45,20,20,40,30,45,25,45,25,30,30,20,20,Slot,Easy,High
45058,C,Tim Fortune,21,Normal,Normal,Normal,R,R,20,45,40,55,60,55,55,55,-,-,-,-,-,-,-,4,94-96 Mph,30,30,-,Normal (3/4),Normal,NEU,35,35,35,40,50,55,50,40,45,40,25,25,50,45,35,30,20,Slot,Extremely Hard,High
45130,SP,Dave Langley,21,Normal,Normal,Normal,S,R,20,30,30,25,35,30,55,-,-,-,-,-,-,-,-,3,85-87 Mph,30,65,-,Normal (3/4),Normal,NEU,30,30,20,25,45,20,20,30,35,50,20,40,25,30,20,20,20,Slot,Easy,Very High
45272,SP,Chris Maynard,22,Normal,Normal,High,S,R,20,40,30,35,55,25,-,60,-,-,-,-,-,-,-,3,92-94 Mph,50,65,-,Over the Top,Normal,NEU,20,25,25,25,25,20,25,35,35,55,25,40,45,35,25,20,20,Slot,Very Easy,High
45410,RP,Brad Cooley,22,Durable,Low,High,L,L,20,40,25,25,45,20,-,55,-,-,-,-,-,-,-,3,85-87 Mph,75,50,-,Normal (3/4),Normal,FB,25,30,20,20,30,20,20,35,30,35,20,30,25,20,30,20,20,Slot,Very Easy,High
45573,SP,Brad Foell,22,Normal,High,Normal,S,R,20,30,25,35,-,-,40,-,-,40,45,-,-,-,-,3,87-89 Mph,55,65,-,Normal (3/4),Normal,NEU,25,30,20,25,25,20,20,35,30,50,25,35,35,25,25,20,20,Slot,Very Easy,Very High
45614,SP,Tim Grindstaff,21,Durable,Normal,Normal,R,R,20,30,25,30,45,30,-,-,45,-,-,-,-,-,-,3,88-90 Mph,30,55,-,Normal (3/4),Normal,NEU,30,35,20,20,50,25,20,30,35,55,30,35,30,30,25,20,20,Slot,Very Easy,Very High
45773,SP,Mike Mims,19,Durable,Normal,Normal,R,R,20,35,30,35,50,45,50,-,-,-,-,-,-,-,-,3,90-92 Mph,45,65,-,Normal (3/4),Normal,NEU,30,30,20,20,40,20,25,30,25,50,30,30,35,45,30,25,20,Slot,Very Easy,High
45890,SP,Jerry Campbell,22,Normal,High,High,R,R,20,45,30,40,65,25,-,-,-,55,-,-,-,-,-,3,93-95 Mph,30,70,-,Over the Top,Normal,NEU,30,30,20,25,45,20,20,35,40,50,20,25,35,35,30,20,30,Slot,Very Easy,High
45938,SP,Mike Welsh,22,Normal,Normal,Low,R,R,20,40,30,35,50,50,50,-,-,-,50,-,50,-,-,5,90-92 Mph,40,50,-,Normal (3/4),Normal,NEU,25,30,30,25,30,25,20,35,35,40,35,40,35,25,20,20,25,Slot,Very Easy,High
48081,RF,Jim Moores,22,Normal,Low,Normal,L,L,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,35,25,30,65,20,20,40,40,25,20,55,45,40,65,75,70,Slot,Very Easy,High
48208,SP,MARIO BOTELLO,22,Normal,Low,High,R,R,50,55,55,45,65,55,50,-,-,-,-,60,-,-,-,4,97-99 Mph,60,50,-,Normal (3/4),Power,GB,35,30,25,20,50,25,25,30,25,60,25,35,30,35,25,20,20,$950k,Easy,Very High
48248,SP,Robby Blackmer,21,Normal,Normal,High,R,R,20,35,25,35,45,45,-,50,-,-,-,-,-,-,-,3,89-91 Mph,50,65,-,Normal (3/4),Normal,NEU,35,30,25,25,55,25,20,30,35,65,20,40,35,30,25,20,20,Slot,Hard,High
48271,SP,Angelo Beltre,21,Normal,Normal,Low,R,R,20,35,30,40,45,45,40,-,-,-,-,45,-,-,-,4,90-92 Mph,25,50,-,Normal (3/4),Normal,NEU,25,30,20,20,25,20,20,30,35,60,40,30,25,40,25,20,20,Slot,Normal,High
48350,SP,Mike Rorman,22,Normal,Normal,Normal,R,R,30,45,35,40,-,50,-,50,-,60,50,-,-,-,-,4,91-93 Mph,30,70,-,Normal (3/4),Normal,NEU,30,25,20,25,40,20,25,40,25,65,35,65,25,35,35,25,20,Slot,Very Easy,High
48370,SP,Josh Ferreira,19,Durable,Normal,Normal,R,R,20,40,35,45,50,45,-,-,-,50,-,45,-,-,-,4,92-94 Mph,30,55,-,Normal (3/4),Normal,NEU,20,30,20,20,20,20,20,30,30,50,35,40,30,30,20,20,35,Slot,Easy,High
48375,SS,Omar Perez,21,Normal,Normal,Low,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,40,25,50,50,20,20,60,45,70,55,50,45,70,60,60,55,Slot,Easy,High
48450,SP,DAVE VAN FOSSEN,20,Normal,Normal,Normal,R,R,20,50,30,35,65,50,35,55,-,-,-,-,-,-,-,4,94-96 Mph,30,60,-,Over the Top,Normal,NEU,30,30,25,20,40,25,20,25,30,50,30,40,30,20,30,25,20,Slot,Easy,High
48468,SP,Kevin Flake,22,Normal,Normal,High,R,R,20,40,30,40,60,25,65,-,-,-,-,-,-,-,-,3,91-93 Mph,35,65,-,Normal (3/4),Normal,FB,35,30,25,25,55,20,20,30,35,45,20,40,40,25,25,20,20,Slot,Very Easy,High
48486,C,DUSTIN ROOP,21,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,30,30,50,40,60,45,30,45,40,25,50,30,40,25,20,20,Slot,Easy,High
48490,CL,CHRIS RAMSEY,22,Normal,Normal,Normal,R,R,70,70,60,55,-,-,-,60,-,-,75,-,-,-,-,2,97-99 Mph,35,50,-,Normal (3/4),GB'er,GB,25,30,20,25,35,20,20,30,30,45,35,25,25,50,25,20,20,$390k,Easy,Very High
48509,SP,IAN HERRING,22,Durable,Normal,Normal,R,R,45,40,60,50,-,55,55,-,60,-,-,-,-,-,-,3,92-94 Mph,65,50,-,Normal (3/4),GB'er,EX GB,35,30,20,25,55,20,20,40,30,50,30,30,50,50,25,20,25,$650k,Normal,High
48510,SP,BILLY HALLENBECK,22,Normal,Normal,High,L,R,30,45,35,45,60,50,35,55,-,-,-,55,-,-,-,5,95-97 Mph,70,60,-,Over the Top,Normal,NEU,25,25,20,25,35,20,20,40,35,55,30,30,40,35,20,20,35,Slot,Very Easy,High
48524,SP,ANDREW SIMMONDS,21,Durable,Normal,Normal,S,R,20,40,55,45,55,-,-,-,-,55,-,-,-,-,-,3,90-92 Mph,25,60,30,Over the Top,Normal,NEU,30,30,25,25,45,25,20,30,25,55,25,50,30,40,20,20,20,Slot,Very Easy,High
48556,3B,Max Rizzo,21,Normal,Normal,High,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,35,35,50,40,30,25,55,65,75,40,45,60,75,30,20,20,Slot,Easy,High
48559,SP,R.J. Simpson,22,Durable,Low,Low,L,L,20,35,25,35,45,50,-,50,-,-,-,-,-,-,-,3,88-90 Mph,60,65,-,Normal (3/4),Normal,NEU,35,30,20,20,55,20,25,30,35,35,20,40,40,30,25,45,35,Slot,Very Easy,High
48808,RP,DUSTY HIRT,22,Normal,High,Normal,R,R,70,70,55,55,75,30,-,-,-,70,-,-,-,-,-,3,99-101 Mph,70,40,-,Normal (3/4),Power,NEU,35,30,20,25,55,20,20,35,35,50,25,30,25,40,20,20,20,$250k,Easy,Very High
48820,SP,Kevin Darling,19,Durable,High,Normal,L,L,20,30,30,35,40,25,50,-,-,-,-,-,-,-,-,3,84-86 Mph,70,60,-,Normal (3/4),Normal,NEU,30,30,20,20,40,20,20,25,35,50,25,40,30,40,25,20,20,Slot,Easy,Very High
48915,SS,TIM GAMBOA,21,Durable,High,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,45,25,45,50,20,25,60,75,55,75,55,65,50,60,60,60,Slot,Hard,Very High
49299,SP,Omar Blanco,22,Normal,Low,Low,L,R,20,30,30,35,45,35,-,-,-,-,45,40,-,-,-,4,89-91 Mph,60,65,-,Normal (3/4),Normal,NEU,30,30,20,25,40,20,20,30,35,40,20,45,35,40,20,20,25,Slot,Normal,High
49516,SP,Dan Dyson,22,Normal,Normal,Normal,R,R,20,45,30,40,55,25,55,55,-,-,-,-,-,-,-,4,93-95 Mph,30,50,-,Over the Top,Normal,NEU,25,25,20,25,30,25,20,40,35,60,30,35,45,25,30,20,25,Slot,Very Easy,High
49732,SP,Dan Monk,22,Normal,Normal,Normal,R,R,20,40,30,35,-,55,55,-,-,-,55,-,-,-,-,3,94-96 Mph,65,40,-,Normal (3/4),Normal,NEU,35,30,20,25,50,20,20,25,40,50,35,50,35,25,30,20,25,Slot,Very Easy,High
49867,C,Danny Seaton,22,Normal,High,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,EX FB,30,30,30,50,35,40,40,30,40,40,25,50,35,30,25,25,35,Slot,Normal,High
49885,SP,Christian Poole,22,Durable,High,Low,R,R,20,35,25,30,50,45,-,-,-,45,-,35,-,-,-,4,91-93 Mph,55,60,-,Over the Top,Normal,NEU,25,30,20,25,30,20,25,30,25,65,40,30,40,40,20,20,25,Slot,Easy,Very High
50256,CF,PAUL MATKIN,20,Durable,Normal,High,R,R,40,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,40,45,55,55,20,20,40,30,50,35,65,55,60,75,65,65,$410k,Extremely Hard,Very High
50324,SP,Willie Cabrera,22,Normal,Normal,Normal,R,R,20,40,30,35,-,45,50,-,-,-,50,50,-,-,-,4,92-94 Mph,35,70,-,Normal (3/4),Normal,NEU,30,30,20,25,40,20,25,35,30,55,35,30,30,25,30,20,20,Slot,Very Easy,High
50379,CF,Josh Hedger,21,Normal,Low,High,R,R,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,EX FB,35,35,25,45,45,20,20,65,50,55,55,65,65,65,65,50,55,Slot,Normal,High
50412,SP,Andy Brockman,19,Durable,Normal,Low,R,R,20,25,25,40,40,20,45,-,-,-,-,-,-,-,-,3,85-87 Mph,40,60,-,Over the Top,Normal,NEU,25,30,20,25,30,20,20,35,25,35,25,30,30,25,35,20,25,Slot,Easy,Very High
50451,3B,Ben Merrigan,22,Durable,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,35,45,45,20,20,50,60,65,25,40,55,65,40,30,40,Slot,Very Easy,High
